run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[2..7].serviceName,"""fgC2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[8..15].serviceName,"""fgC3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[16..19].serviceName,"""service""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[0..1].serviceName,"""fgD1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[2..7].serviceName,"""fgD2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[8..15].serviceName,"""fgD3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[16..19].serviceName,"""service""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[0..1].serviceName,"""fgE1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[2..7].serviceName,"""fgE2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[8..15].serviceName,"""fgE3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[16..19].serviceName,"""service""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.local*.ipv4Delayer.config,"xmldoc(""local.xml"")",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.metro*.ipv4Delayer.config,"xmldoc(""metropolitan.xml"")",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.backbone*.ipv4Delayer.config,"xmldoc(""backbone.xml"")",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.simData.simSchema.typename,"""SimSchemaMySQL""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.simData.simSchema.hostName,"""tcp://127.0.0.1:3306""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.simData.manager.experiment,"""Test""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.ipv4.arp.typename,"""GlobalArp""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.ipv4.routingTable.netmaskRoutes,"""""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.numBlades,40,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].staticAppAssignment,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].isVirtualHardware,true,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].maxUsers,16,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].maxVMs,16,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].numCpuCores,16,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].memorySize,64GB,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].diskSize,4000GB,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].diskReadBandwidth,500Mbps,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].diskWriteBandwidth,500Mbps,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].cpu.cpuCore[*].speed,60000,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.dc.blade[*].cpu.cpuCore[*].tick,60s,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.numBlades,1,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].staticAppAssignment,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].isVirtualHardware,true,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].maxUsers,8,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].maxVMs,8,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].numCpuCores,8,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].memorySize,16GB,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].diskSize,2000GB,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].diskReadBandwidth,500Mbps,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].diskWriteBandwidth,500Mbps,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].cpu.cpuCore[*].speed,60000,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.fg*.blade[*].cpu.cpuCore[*].tick,60s,,,
targetFog-0-20240614-22:04:59-82482,param,,,*.configurator.config,"xml(""<config> 	<interface hosts='*.dns' address='10.0.0.1'/> 	<interface hosts='**' address='10.x.x.x' netmask='255.x.x.x'/> </config>"")",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.serviceDeployed,"""service""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.**.hasCloudEvents,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.**.enableQueue,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.stack.numApps,1,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.stack.app[0].typename,"""SimService""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.stack.app[0].replyDelay,0s,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.dc.stack.app[0].localPort,443,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.stack.numApps,1,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.stack.app[0].typename,"""SimService""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.stack.app[0].replyDelay,0s,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.stack.app[0].localPort,443,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.**.enableQueue,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fg*.**.hasCloudEvents,false,,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgA1.serviceDeployed,"""fgA1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgA2.serviceDeployed,"""fgA2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgA3.serviceDeployed,"""fgA3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgB1.serviceDeployed,"""fgB1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgB2.serviceDeployed,"""fgB2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgB3.serviceDeployed,"""fgB3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgC1.serviceDeployed,"""fgC1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgC2.serviceDeployed,"""fgC2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgC3.serviceDeployed,"""fgC3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgD1.serviceDeployed,"""fgD1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgD2.serviceDeployed,"""fgD2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgD3.serviceDeployed,"""fgD3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgE1.serviceDeployed,"""fgE1""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgE2.serviceDeployed,"""fgE2""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.fgE3.serviceDeployed,"""fgE3""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersA[0..1].typename,"""SmartBuilding""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersA[2..3].typename,"""SmartFactory""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersA[4..7].typename,"""SmartFarm""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersA[8..19].typename,"""SmartHouse""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersB[0..1].typename,"""SmartBuilding""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersB[2..3].typename,"""SmartFactory""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersB[4..7].typename,"""SmartFarm""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersB[8..19].typename,"""SmartHouse""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[0..1].typename,"""SmartBuilding""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[2..3].typename,"""SmartFactory""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[4..7].typename,"""SmartFarm""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersC[8..19].typename,"""SmartHouse""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[0..1].typename,"""SmartBuilding""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[2..3].typename,"""SmartFactory""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[4..7].typename,"""SmartFarm""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersD[8..19].typename,"""SmartHouse""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[0..1].typename,"""SmartBuilding""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[2..3].typename,"""SmartFactory""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[4..7].typename,"""SmartFarm""",,,
targetFog-0-20240614-22:04:59-82482,param,,,*.usersE[8..19].typename,"""SmartHouse""",,,
targetFog-0-20240614-22:04:59-82482,param,,,**.controller.ns.dns,"""10.0.0.1""",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE1.resourceManager,allocatedVms:vector,,,,"64.035358010981 64.884249038059","1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE1.resourceManager,allocatedCores:vector,,,,"64.035358010981 64.884249038059","4 4"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE1.resourceManager,allocatedRam:vector,,,,"64.035358010981 64.884249038059","8 8"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE1.resourceManager,allocatedDisk:vector,,,,"64.035358010981 64.884249038059","1000 1000"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE1.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD1.resourceManager,allocatedVms:vector,,,,"64.480734905359 70.598138512107","1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD1.resourceManager,allocatedCores:vector,,,,"64.480734905359 70.598138512107","4 4"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD1.resourceManager,allocatedRam:vector,,,,"64.480734905359 70.598138512107","8 8"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD1.resourceManager,allocatedDisk:vector,,,,"64.480734905359 70.598138512107","1000 1000"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD1.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB1.resourceManager,allocatedVms:vector,,,,"64.781137665525 65.280133005641","1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB1.resourceManager,allocatedCores:vector,,,,"64.781137665525 65.280133005641","4 4"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB1.resourceManager,allocatedRam:vector,,,,"64.781137665525 65.280133005641","8 8"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB1.resourceManager,allocatedDisk:vector,,,,"64.781137665525 65.280133005641","1000 1000"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB1.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC1.resourceManager,allocatedVms:vector,,,,"65.060065873889 65.633910163658","1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC1.resourceManager,allocatedCores:vector,,,,"65.060065873889 65.633910163658","4 4"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC1.resourceManager,allocatedRam:vector,,,,"65.060065873889 65.633910163658","8 8"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC1.resourceManager,allocatedDisk:vector,,,,"65.060065873889 65.633910163658","1000 1000"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC1.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgA1.resourceManager,allocatedVms:vector,,,,"65.730394993226 65.960461078455","1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgA1.resourceManager,allocatedCores:vector,,,,"65.730394993226 65.960461078455","4 4"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgA1.resourceManager,allocatedRam:vector,,,,"65.730394993226 65.960461078455","8 8"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgA1.resourceManager,allocatedDisk:vector,,,,"65.730394993226 65.960461078455","1000 1000"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgA1.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC2.resourceManager,allocatedVms:vector,,,,"70.551135086851 70.601510531101 71.723604700857 72.290534514964 72.524114017037 73.173824673823","1 1 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC2.resourceManager,allocatedCores:vector,,,,"70.551135086851 70.601510531101 71.723604700857 72.290534514964 72.524114017037 73.173824673823","2 2 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC2.resourceManager,allocatedRam:vector,,,,"70.551135086851 70.601510531101 71.723604700857 72.290534514964 72.524114017037 73.173824673823","4 4 2 2 2 2"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgC2.resourceManager,allocatedDisk:vector,,,,"70.551135086851 70.601510531101 71.723604700857 72.290534514964 72.524114017037 73.173824673823","500 500 250 250 250 250"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgC2.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE2.resourceManager,allocatedVms:vector,,,,"70.596454721705 70.651436203242 71.463451979359 71.654649288578 73.00273415542 73.106890551224","1 1 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE2.resourceManager,allocatedCores:vector,,,,"70.596454721705 70.651436203242 71.463451979359 71.654649288578 73.00273415542 73.106890551224","2 2 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE2.resourceManager,allocatedRam:vector,,,,"70.596454721705 70.651436203242 71.463451979359 71.654649288578 73.00273415542 73.106890551224","4 4 2 2 2 2"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgE2.resourceManager,allocatedDisk:vector,,,,"70.596454721705 70.651436203242 71.463451979359 71.654649288578 73.00273415542 73.106890551224","500 500 250 250 250 250"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgE2.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD2.resourceManager,allocatedVms:vector,,,,"70.660816244662 70.928771480665 71.262428142624 71.681100911895 72.097929634495 72.621135693661","1 1 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD2.resourceManager,allocatedCores:vector,,,,"70.660816244662 70.928771480665 71.262428142624 71.681100911895 72.097929634495 72.621135693661","2 2 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD2.resourceManager,allocatedRam:vector,,,,"70.660816244662 70.928771480665 71.262428142624 71.681100911895 72.097929634495 72.621135693661","4 4 2 2 2 2"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedRam:vector,source,allocatedRam,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedRam:vector,title,"Memoria RAM reservada, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedRam:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgD2.resourceManager,allocatedDisk:vector,,,,"70.660816244662 70.928771480665 71.262428142624 71.681100911895 72.097929634495 72.621135693661","500 500 250 250 250 250"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedDisk:vector,source,allocatedDisk,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedDisk:vector,title,"Almacenamiento reservado, vector",,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgD2.resourceManager,allocatedDisk:vector,unit,GB,,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB2.resourceManager,allocatedVms:vector,,,,"70.68496282731 70.966139285506 71.22786116341 71.393504109483 72.371577050829 72.798780131289","1 1 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB2.resourceManager,allocatedVms:vector,source,allocatedVms,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB2.resourceManager,allocatedVms:vector,title,"VMs reservadas, vector",,,
targetFog-0-20240614-22:04:59-82482,vector,BigNet.fgB2.resourceManager,allocatedCores:vector,,,,"70.68496282731 70.966139285506 71.22786116341 71.393504109483 72.371577050829 72.798780131289","2 2 1 1 1 1"
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB2.resourceManager,allocatedCores:vector,source,allocatedCores,,,
targetFog-0-20240614-22:04:59-82482,attr,BigNet.fgB2.resourceManager,allocatedCores:vector,title,"CPUs reservadas, vector",,,
